"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"TM4SF18",5.9896492301795e-125,0.603868768100032,0.358,0.029,9.09168856648946e-121,"11","TM4SF18",0.329
"CTSK",1.06464295436208e-124,0.793168085083924,0.543,0.069,1.6160215404262e-120,"11","CTSK",0.474
"THBD1",2.63169685185596e-124,0.546475314843423,0.486,0.053,3.99465265143216e-120,"11","THBD",0.433
"RCN3",9.77425746735823e-124,0.708974141114225,0.491,0.054,1.4836345409703e-119,"11","RCN3",0.437
"COL15A1",1.47099394173457e-121,0.745200253594848,0.63,0.098,2.23282170415891e-117,"11","COL15A1",0.532
"HSPG21",4.75177911963887e-121,0.816618421662341,0.746,0.142,7.21272552569984e-117,"11","HSPG2",0.604
"PLS3",7.71413762574572e-120,0.854317482628143,0.798,0.168,1.17092895021194e-115,"11","PLS3",0.63
"FKBP9",2.48564137882753e-119,0.738248248144749,0.723,0.129,3.7729550489223e-115,"11","FKBP9",0.594
"BEX3",1.1007971539408e-118,0.810926590770369,0.711,0.114,1.67089999996673e-114,"11","BEX3",0.597
"RNASE1",7.20997963669408e-117,0.747964048135052,0.486,0.056,1.09440280905379e-112,"11","RNASE1",0.43
"DKK3",6.94922865776484e-116,0.746154653550982,0.52,0.067,1.05482341796213e-111,"11","DKK3",0.453
"FILIP1L",5.13568510630367e-115,0.839031147959688,0.78,0.16,7.79545642285834e-111,"11","FILIP1L",0.62
"FBN1",6.58893103871185e-115,0.730811697330097,0.688,0.132,1.00013384236607e-110,"11","FBN1",0.556
"SFRP2",1.37002335045308e-114,0.522060617085099,0.283,0.019,2.07955844365272e-110,"11","SFRP2",0.264
"MTUS11",3.9280932182156e-113,0.816952149806105,0.699,0.125,5.96245269592946e-109,"11","MTUS1",0.574
"MEIS1",5.18186972369929e-113,0.742564675629966,0.491,0.063,7.86556005360316e-109,"11","MEIS1",0.428
"CDC42EP4",1.57123611881001e-112,0.598524236946737,0.486,0.059,2.38497930474171e-108,"11","CDC42EP4",0.427
"PROS1",1.95252870276212e-112,0.636704204404456,0.578,0.086,2.96374331792263e-108,"11","PROS1",0.492
"PLAU2",2.47958988537903e-112,0.741179543008538,0.584,0.086,3.76376948701683e-108,"11","PLAU",0.498
"TPST1",1.11298008850334e-111,0.535430231071321,0.364,0.032,1.68939247633922e-107,"11","TPST1",0.332
"MYO1B",2.17687536965459e-110,0.766311856070806,0.682,0.128,3.3042791235987e-106,"11","MYO1B",0.554
"BMP1",3.88612170472759e-110,0.643618460047292,0.636,0.103,5.89874413560601e-106,"11","BMP1",0.533
"IFI271",1.62977048070053e-108,0.897085417433088,0.867,0.21,2.47382861265533e-104,"11","IFI27",0.657
"FXYD6",2.3951051310567e-108,0.675678818478311,0.457,0.055,3.63553007843096e-104,"11","FXYD6",0.402
"PLK21",3.86085122296921e-108,0.797051873875969,0.711,0.13,5.86038607134496e-104,"11","PLK2",0.581
"AKAP121",1.98963175369763e-106,0.69996227512453,0.607,0.104,3.02006203893764e-102,"11","AKAP12",0.503
"ENG1",8.03268246617257e-106,0.802537389817057,0.751,0.153,1.21928087154033e-101,"11","ENG",0.598
"TSC22D12",1.26447646202405e-105,0.90819192963348,0.925,0.255,1.91934882170631e-101,"11","TSC22D1",0.67
"ID11",9.74102509580823e-104,0.766990165360353,0.665,0.114,1.47859019929273e-99,"11","ID1",0.551
"MRVI1",1.01213489669126e-103,0.530249786080138,0.422,0.048,1.53631955968767e-99,"11","MRVI1",0.374
"LAMA5",1.40450681238354e-103,0.688737844825116,0.63,0.111,2.13190089051697e-99,"11","LAMA5",0.519
"FGF7",8.83436267038314e-103,0.564045511822001,0.289,0.023,1.34096790973746e-98,"11","FGF7",0.266
"CLEC11A",9.86401246319901e-103,0.56637809724892,0.37,0.037,1.49725845178898e-98,"11","CLEC11A",0.333
"CFI",2.47884436458642e-101,0.81200499933064,0.665,0.141,3.76263786100573e-97,"11","CFI",0.524
"PARVA",4.46226387917025e-101,0.746618123670311,0.763,0.183,6.77327034219252e-97,"11","PARVA",0.58
"KLF9",4.53860224942252e-101,0.56238671253357,0.549,0.084,6.88914435439844e-97,"11","KLF9",0.465
"NBL1",2.65628968445494e-100,0.625921522249284,0.532,0.077,4.03198211203416e-96,"11","NBL1",0.455
"H1F01",9.21900731196843e-100,0.636475831655453,0.572,0.089,1.39935311988369e-95,"11","H1F0",0.483
"SERPINE1",1.0755138948777e-99,0.767603581868379,0.636,0.123,1.63252254103485e-95,"11","SERPINE1",0.513
"C1QTNF1",2.06382769820376e-99,0.582923053921401,0.468,0.064,3.13268406310349e-95,"11","C1QTNF1",0.404
"C1ORF541",3.02826476541792e-99,0.635754263263967,0.503,0.068,4.59660308742786e-95,"11","C1ORF54",0.435
"GAS62",3.72245378000943e-99,0.689748493519551,0.647,0.114,5.65031259267632e-95,"11","GAS6",0.533
"UACA1",6.16820670083304e-99,0.881971736985351,0.861,0.258,9.36272095119447e-95,"11","UACA",0.603
"TGFB1I1",2.89950924020282e-98,0.849285480013252,0.688,0.157,4.40116507570385e-94,"11","TGFB1I1",0.531
"RAB131",1.11024437895431e-96,0.84986390289721,0.821,0.233,1.68523994281475e-92,"11","RAB13",0.588
"MCAM",1.91279466040032e-95,0.921456184138182,0.74,0.19,2.90343101502164e-91,"11","MCAM",0.55
"HES11",5.01648770283791e-95,0.581197757574685,0.584,0.094,7.61452668413767e-91,"11","HES1",0.49
"RRAS",5.89503306454115e-95,0.599228150089425,0.434,0.054,8.94807068866701e-91,"11","RRAS",0.38
"TUSC3",4.81926666584307e-94,0.558023588881327,0.468,0.065,7.31516487208319e-90,"11","TUSC3",0.403
"FAM198B1",2.10937916360819e-93,0.500180026372504,0.503,0.073,3.20182663244087e-89,"11","FAM198B",0.43
"ACVRL1",9.7025852558182e-93,0.532150553621712,0.457,0.063,1.47275541598064e-88,"11","ACVRL1",0.394
"DST1",2.81102567148567e-92,0.761589346072085,0.896,0.246,4.26685586674809e-88,"11","DST",0.65
"ADCY4",3.46799610683609e-92,0.524875482276747,0.416,0.053,5.26407129056649e-88,"11","ADCY4",0.363
"RHOJ",1.76355710303563e-91,0.685756504049171,0.497,0.08,2.67690332669778e-87,"11","RHOJ",0.417
"CDH11",2.34761483059489e-91,0.700091582093199,0.52,0.086,3.56344455135999e-87,"11","CDH11",0.434
"RAPGEF5",2.47984823303179e-91,0.583860046907097,0.364,0.04,3.76416163291895e-87,"11","RAPGEF5",0.324
"PLTP1",4.29689659237657e-91,0.663210991815812,0.491,0.073,6.5222593375684e-87,"11","PLTP",0.418
"PLAT1",1.06329378250105e-90,0.774250044242796,0.659,0.141,1.61397363245835e-86,"11","PLAT",0.518
"NOTCH3",1.18994544507936e-89,0.625738728494462,0.555,0.098,1.80621819108596e-85,"11","NOTCH3",0.457
"TJP11",6.6266792341939e-89,0.663064331585159,0.815,0.216,1.00586364095829e-84,"11","TJP1",0.599
"MMP11",6.30360810500529e-88,0.596029805857907,0.382,0.047,9.56824674258753e-84,"11","MMP11",0.335
"MFGE8",2.81556195522669e-87,0.76752842805916,0.699,0.164,4.2737414918386e-83,"11","MFGE8",0.535
"PDLIM3",3.17056056208145e-87,0.915558167288926,0.665,0.164,4.81259387718344e-83,"11","PDLIM3",0.501
"ARHGAP241",1.33189103903626e-86,0.519925111886568,0.416,0.053,2.02167740815314e-82,"11","ARHGAP24",0.363
"MSRB3",2.29292270067936e-86,0.72858048238607,0.671,0.157,3.4804273673612e-82,"11","MSRB3",0.514
"RASD1",6.67596579032244e-86,0.589063045751197,0.468,0.068,1.01334484731304e-81,"11","RASD1",0.4
"NFIB1",9.04691916658409e-86,0.714240819467211,0.746,0.21,1.3732318602958e-81,"11","NFIB",0.536
"CD276",1.88361347012623e-85,0.608773450354517,0.526,0.09,2.85913688630461e-81,"11","CD276",0.436
"LAMA4",4.5286912379839e-85,0.885731369078469,0.908,0.412,6.87410043013576e-81,"11","LAMA4",0.496
"RAB341",1.39696420597283e-84,0.721403287492673,0.566,0.102,2.12045196824616e-80,"11","RAB34",0.464
"GSN2",2.49336832610702e-84,0.890959205788061,0.96,0.384,3.78468378219784e-80,"11","GSN",0.576
"EFNA11",2.84136896767406e-84,0.569164863567917,0.457,0.066,4.31291395603245e-80,"11","EFNA1",0.391
"TRIP10",9.60933472483384e-83,0.584851321567992,0.468,0.072,1.45860091788253e-78,"11","TRIP10",0.396
"GPX8",2.28490109781759e-82,0.600984817778886,0.52,0.095,3.46825137637733e-78,"11","GPX8",0.425
"TIMP22",3.93858896539179e-82,0.640954435212825,0.688,0.156,5.9783841905682e-78,"11","TIMP2",0.532
"ID3",8.62731526829506e-82,0.843360115256944,0.879,0.262,1.30954018457451e-77,"11","ID3",0.617
"A2M2",1.19201368280626e-81,0.870380832756423,0.936,0.317,1.80935756913162e-77,"11","A2M",0.619
"IFITM33",4.36384708546728e-81,0.796611474661084,0.988,0.428,6.62388349103079e-77,"11","IFITM3",0.56
"ADAM91",2.04251698270798e-80,0.558063027506884,0.624,0.127,3.10033652805245e-76,"11","ADAM9",0.497
"LOXL2",2.82394405308528e-79,0.701238212406741,0.74,0.194,4.28646467817815e-75,"11","LOXL2",0.546
"FBLN1",2.95398011405603e-78,0.72297588762405,0.63,0.144,4.48384641512564e-74,"11","FBLN1",0.486
"APBB2",3.42243855834937e-78,0.70007923760645,0.671,0.174,5.1949194877185e-74,"11","APBB2",0.497
"CFB",4.05527710114771e-78,0.547527347920741,0.335,0.04,6.1555051118321e-74,"11","CFB",0.295
"MDK1",8.41692953961997e-77,0.543474770483378,0.503,0.082,1.27760573481891e-72,"11","MDK",0.421
"EBF11",2.88037194614888e-76,0.771680484384321,0.671,0.174,4.37211657705939e-72,"11","EBF1",0.497
"PDLIM7",3.87060508026573e-75,0.773965368278773,0.792,0.221,5.87519145133535e-71,"11","PDLIM7",0.571
"PTPRK1",2.50090797802151e-74,0.69533217906825,0.688,0.167,3.79612821983884e-70,"11","PTPRK",0.521
"MARCKS2",5.85015681708375e-74,0.57858855074507,0.786,0.203,8.87995303265142e-70,"11","MARCKS",0.583
"SDPR1",6.99690284137456e-74,0.515679591717952,0.382,0.053,1.06205988229225e-69,"11","SDPR",0.329
"TSPAN4",6.10593300417193e-73,0.665641591734681,0.584,0.119,9.26819570703257e-69,"11","TSPAN4",0.465
"SGCB",7.80261621786184e-73,0.538579114152268,0.561,0.117,1.18435911570925e-68,"11","SGCB",0.444
"TNS11",8.14650131656013e-73,0.74315699749506,0.78,0.249,1.23655743484066e-68,"11","TNS1",0.531
"PKIG2",8.72259734688489e-73,0.800190041350385,0.78,0.247,1.32400305128366e-68,"11","PKIG",0.533
"ITGAV1",1.66001648158322e-72,0.609137890206345,0.746,0.197,2.51973901739517e-68,"11","ITGAV",0.549
"GPR4",2.36516961498255e-71,0.575090037801484,0.491,0.098,3.59009095858201e-67,"11","GPR4",0.393
"EPS81",4.16211773215042e-70,0.749747097523411,0.775,0.244,6.31767850563112e-66,"11","EPS8",0.531
"PHLDB2",1.07854241721143e-69,0.674144174663874,0.584,0.139,1.63711953508523e-65,"11","PHLDB2",0.445
"RBP1",2.6727674813187e-69,0.642750158771232,0.376,0.058,4.05699375989365e-65,"11","RBP1",0.318
"TAX1BP3",7.15318910654575e-69,0.690790070713954,0.74,0.201,1.08578257448258e-64,"11","TAX1BP3",0.539
"C1S",8.7655337721792e-69,0.890207237041232,0.815,0.316,1.33052037127908e-64,"11","C1S",0.499
"DAB21",1.25312758805069e-68,0.561171163422391,0.659,0.152,1.90212236590214e-64,"11","DAB2",0.507
"RAB312",2.92382690724582e-68,0.634641791305663,0.694,0.167,4.43807686250843e-64,"11","RAB31",0.527
"ADM2",3.66393349415319e-68,0.558366969485134,0.48,0.086,5.56148465077513e-64,"11","ADM",0.394
"FAM127A",7.22224923295485e-68,0.698563338793607,0.873,0.282,1.09626521107022e-63,"11","FAM127A",0.591
"ACTN11",1.35758607162228e-67,0.702459040068072,0.861,0.307,2.06067989811546e-63,"11","ACTN1",0.554
"APP1",1.62844620133894e-67,0.652560955109281,0.746,0.228,2.47181848901237e-63,"11","APP",0.518
"SLC19A1",4.53797514447951e-67,0.606482241390997,0.497,0.098,6.88819247180544e-63,"11","SLC19A1",0.399
"CRIM1",4.81830059118263e-67,0.600440034169919,0.705,0.199,7.31369846735611e-63,"11","CRIM1",0.506
"APOLD1",1.02499616074658e-66,0.567655898303745,0.555,0.124,1.55584167239724e-62,"11","APOLD1",0.431
"C7",1.58756720952758e-66,0.514644152601399,0.312,0.041,2.40976826734191e-62,"11","C7",0.271
"GGT5",1.00576110161732e-65,0.860867286559598,0.671,0.218,1.52664477614493e-61,"11","GGT5",0.453
"TANC1",1.12985691818269e-65,0.527689646941968,0.595,0.154,1.7150098161095e-61,"11","TANC1",0.441
"NRP11",2.6303573053866e-65,0.795945054871369,0.798,0.333,3.99261935384632e-61,"11","NRP1",0.465
"MGLL1",1.8615055398784e-64,0.750216992340685,0.711,0.221,2.82557925898142e-60,"11","MGLL",0.49
"SYNPO2",7.09411871799896e-64,0.651402955425236,0.642,0.185,1.07681628020506e-59,"11","SYNPO2",0.457
"SERPINF1",7.95804535065971e-64,0.816089609149563,0.659,0.194,1.20795170377664e-59,"11","SERPINF1",0.465
"PMEPA1",1.3586164293209e-63,0.636071702508238,0.671,0.178,2.06224387806619e-59,"11","PMEPA1",0.493
"PTMS",1.31034279494009e-62,0.573997297376999,0.659,0.165,1.98896932843956e-58,"11","PTMS",0.494
"FAT11",2.42253983224151e-62,0.622268319473972,0.59,0.142,3.67717321135939e-58,"11","FAT1",0.448
"FAM114A1",2.50541169554963e-62,0.701980081977378,0.705,0.239,3.80296441267478e-58,"11","FAM114A1",0.466
"ADAMTS4",5.39256227466348e-62,0.916472276370756,0.873,0.526,8.1853702767117e-58,"11","ADAMTS4",0.347
"PGF",2.14958482878261e-61,0.618187983418077,0.457,0.096,3.26285481160913e-57,"11","PGF",0.361
"MAP1LC3A1",3.37055080890867e-61,0.633128204716178,0.572,0.13,5.11615907284247e-57,"11","MAP1LC3A",0.442
"PALLD",4.06086797510228e-61,0.6817007784239,0.676,0.205,6.16399149940775e-57,"11","PALLD",0.471
"CTSL1",6.13501274352938e-61,0.689480917369138,0.757,0.236,9.31233584340325e-57,"11","CTSL",0.521
"CDK2AP1",1.24980387278051e-60,0.538900276249215,0.474,0.093,1.89707729849353e-56,"11","CDK2AP1",0.381
"CXCL22",1.32664046501836e-60,0.621631985043524,0.665,0.174,2.01370756185137e-56,"11","CXCL2",0.491
"THBS1",1.40016073049942e-60,0.871548247642554,0.931,0.578,2.12530397282507e-56,"11","THBS1",0.353
"CHN1",1.59260915212415e-60,0.602549041671582,0.486,0.102,2.41742143200925e-56,"11","CHN1",0.384
"EPB41L21",3.75371546602618e-60,0.640124503524451,0.636,0.168,5.69776470588114e-56,"11","EPB41L2",0.468
"VCAM1",1.40224722149376e-59,0.567361250784142,0.497,0.108,2.12847105750538e-55,"11","VCAM1",0.389
"SORBS3",1.59993500988553e-59,0.579219782459369,0.538,0.119,2.42854135150524e-55,"11","SORBS3",0.419
"CDH5",2.09529100358124e-59,0.606958020243487,0.48,0.107,3.18044221433596e-55,"11","CDH5",0.373
"CTNNAL1",2.16584833503486e-59,0.552357654102034,0.509,0.107,3.28754118774941e-55,"11","CTNNAL1",0.402
"APOD",6.36475387954268e-59,0.52588748691118,0.358,0.058,9.66105991375784e-55,"11","APOD",0.3
"FBLIM11",9.0513702941231e-59,0.636914678474907,0.723,0.252,1.37390749694495e-54,"11","FBLIM1",0.471
"NCKAP1",9.99210548960759e-59,0.600774193548476,0.751,0.279,1.51670169226754e-54,"11","NCKAP1",0.472
"MYO1C",3.58770016386212e-58,0.58913452695438,0.699,0.213,5.44577007872632e-54,"11","MYO1C",0.486
"IGFBP3",4.47036654935219e-58,0.5764956075718,0.434,0.085,6.7855693852617e-54,"11","IGFBP3",0.349
"VCL",7.55812025528278e-58,0.581345871910206,0.775,0.252,1.14724707354937e-53,"11","VCL",0.523
"PPFIBP11",8.72342638324203e-58,0.712728936235042,0.792,0.349,1.32412889071231e-53,"11","PPFIBP1",0.443
"NFIA",1.05517259101215e-57,0.574511291491685,0.728,0.251,1.60164647589735e-53,"11","NFIA",0.477
"TNFRSF12A1",1.67512032299376e-57,0.594184232793196,0.434,0.084,2.54266513827223e-53,"11","TNFRSF12A",0.35
"PLOD2",1.76127319240534e-57,0.65306749551138,0.659,0.21,2.67343657875207e-53,"11","PLOD2",0.449
"CPNE8",2.67843434967414e-57,0.517546981607314,0.561,0.132,4.06559549937038e-53,"11","CPNE8",0.429
"BACE22",1.14795436496801e-56,0.500815865351042,0.468,0.1,1.74247993058494e-52,"11","BACE2",0.368
"SVIL1",2.88979093421303e-56,0.541135341704808,0.705,0.203,4.38641365904196e-52,"11","SVIL",0.502
"DUSP14",3.3919939877305e-56,0.509962260461654,0.41,0.077,5.14870767397613e-52,"11","DUSP14",0.333
"MYLK",3.39500998888036e-56,0.749420162992754,0.815,0.383,5.1532856621215e-52,"11","MYLK",0.432
"RUNX1T1",2.31140849261707e-55,0.507857703829406,0.422,0.089,3.50848695094346e-51,"11","RUNX1T1",0.333
"SPRY1",2.62761022199647e-55,0.576266719553468,0.618,0.167,3.98844955596844e-51,"11","SPRY1",0.451
"AKAP23",3.65695557035668e-55,0.580257872777511,0.827,0.278,5.55089286024441e-51,"11","AKAP2",0.549
"CYFIP11",6.07634872366519e-55,0.559905192962794,0.618,0.165,9.2232897276514e-51,"11","CYFIP1",0.453
"TNFAIP1",1.55334535375478e-54,0.516761675154721,0.561,0.139,2.35782291246438e-50,"11","TNFAIP1",0.422
"LMCD1",1.66527525097596e-54,0.737760209350954,0.566,0.164,2.5277213034564e-50,"11","LMCD1",0.402
"CD34",2.0454353348823e-54,0.72713637419691,0.538,0.154,3.10476629481784e-50,"11","CD34",0.384
"HCFC1R1",2.53562830262934e-54,0.622516333674135,0.647,0.173,3.84883020056107e-50,"11","HCFC1R1",0.474
"F3",4.75973483990619e-54,0.564739796388446,0.439,0.096,7.22480151349361e-50,"11","F3",0.343
"NRP21",4.89086982177545e-54,0.545223736764549,0.497,0.118,7.42385130247296e-50,"11","NRP2",0.379
"PLXND12",7.60363684640741e-54,0.53627432253243,0.543,0.13,1.15415603691618e-49,"11","PLXND1",0.413
"MPZL1",9.98085712698767e-54,0.54491610770888,0.624,0.173,1.51499430330546e-49,"11","MPZL1",0.451
"CD811",1.03172557232953e-53,0.632442225378796,0.792,0.263,1.56605624623899e-49,"11","CD81",0.529
"RHOB",3.32332452949784e-53,0.596856317565248,0.78,0.26,5.04447430332477e-49,"11","RHOB",0.52
"CALCRL",4.45214155479226e-53,0.615381120760368,0.514,0.132,6.75790566601917e-49,"11","CALCRL",0.382
"TCEAL4",4.96809890177261e-53,0.532505825921402,0.578,0.151,7.54107732300064e-49,"11","TCEAL4",0.427
"FHL21",7.80360422579009e-53,0.687099090029701,0.647,0.21,1.18450908543268e-48,"11","FHL2",0.437
"GEM",7.89189135432138e-53,0.740705980939632,0.647,0.21,1.19791018867244e-48,"11","GEM",0.437
"PALMD",1.13163723025497e-52,0.549467423977176,0.434,0.099,1.71771215180402e-48,"11","PALMD",0.335
"UGCG",1.74319224940834e-52,0.61382760229078,0.798,0.301,2.64599151537692e-48,"11","UGCG",0.497
"CST34",2.04931090845767e-52,0.654900726972949,0.965,0.394,3.1106490279479e-48,"11","CST3",0.571
"GOLIM4",5.03180295171653e-52,0.560119494063107,0.867,0.333,7.63777370041053e-48,"11","GOLIM4",0.534
"ASPH1",7.12085938124352e-52,0.58262521911161,0.763,0.275,1.08087524547895e-47,"11","ASPH",0.488
"ARHGAP29",9.88411959982242e-52,0.630652010930789,0.757,0.299,1.50031051405704e-47,"11","ARHGAP29",0.458
"ENAH",1.2316301050917e-51,0.587396658707868,0.665,0.244,1.8694913365187e-47,"11","ENAH",0.421
"PEA151",1.37276441964832e-51,0.577889601047618,0.757,0.248,2.08371911258419e-47,"11","PEA15",0.509
"OSMR",2.53978656108053e-51,0.704852702632818,0.705,0.309,3.85514202106414e-47,"11","OSMR",0.396
"BAG3",3.7638936415046e-51,0.53564452117338,0.711,0.222,5.71321415843984e-47,"11","BAG3",0.489
"CRISPLD2",7.8976877049993e-51,0.773626846551684,0.803,0.389,1.19879001674184e-46,"11","CRISPLD2",0.414
"MMP191",8.64047467111231e-51,0.505847776742204,0.358,0.065,1.31153765032814e-46,"11","MMP19",0.293
"PLPP11",1.82424003516924e-50,0.639260673227258,0.671,0.213,2.7690139493834e-46,"11","PLPP1",0.458
"IL1R11",4.19977144661667e-50,0.521205910883487,0.514,0.132,6.37483307881944e-46,"11","IL1R1",0.382
"RCN1",4.44959912741634e-50,0.562196198226866,0.798,0.293,6.75404651550526e-46,"11","RCN1",0.505
"ANGPT2",6.41366543028902e-50,0.650676721026735,0.653,0.238,9.73530275663571e-46,"11","ANGPT2",0.415
"CD59",1.65504881234813e-49,0.643706171691482,0.948,0.586,2.51219859226322e-45,"11","CD59",0.362
"CCND11",2.72523664607582e-49,0.543221541990882,0.462,0.111,4.13663670507848e-45,"11","CCND1",0.351
"STC1",4.61870004790015e-49,0.561506246761624,0.347,0.067,7.01072480270763e-45,"11","STC1",0.28
"EMP21",8.84014781466687e-49,0.644999999860011,0.908,0.67,1.34184603678828e-44,"11","EMP2",0.238
"ROCK2",3.60886619614694e-48,0.558215431424943,0.717,0.271,5.47789799913144e-44,"11","ROCK2",0.446
"PTK2",3.72041324081443e-48,0.617628846714491,0.809,0.345,5.64721525823222e-44,"11","PTK2",0.464
"ST5",3.72649537816275e-48,0.601453157770062,0.601,0.171,5.65644733451324e-44,"11","ST5",0.43
"TWSG1",2.06804572726376e-46,0.537372054492759,0.601,0.19,3.13908660941366e-42,"11","TWSG1",0.411
"TIMP13",2.31100349815204e-46,0.628519422625669,0.977,0.479,3.50787220984498e-42,"11","TIMP1",0.498
"TCF42",2.31916021180386e-46,0.615251032242794,0.896,0.437,3.52025328549709e-42,"11","TCF4",0.459
"TMEM98",2.96264247939957e-46,0.566732505340344,0.468,0.126,4.49699501948061e-42,"11","TMEM98",0.342
"ITGA5",3.50699030987273e-46,0.570313848818772,0.734,0.26,5.32326059135581e-42,"11","ITGA5",0.474
"HSPB11",4.77305027066439e-46,0.543304266412968,0.994,0.61,7.24501300584147e-42,"11","HSPB1",0.384
"ACTA2",5.47540415825126e-46,0.765435793470143,0.78,0.342,8.31111597180959e-42,"11","ACTA2",0.438
"MYO1E1",5.85982362776915e-46,0.559065909132667,0.688,0.24,8.89462628459079e-42,"11","MYO1E",0.448
"TMEM255B1",1.12690031195754e-45,0.52770599707309,0.347,0.07,1.71052198352034e-41,"11","TMEM255B",0.277
"TGFBI2",1.88855476320327e-45,0.622771819537292,0.711,0.246,2.86663727506624e-41,"11","TGFBI",0.465
"NREP",2.5371738831516e-45,0.599094381731654,0.63,0.216,3.85117623723581e-41,"11","NREP",0.414
"C9ORF3",6.68879531526247e-45,0.667845367977195,0.734,0.326,1.01529224090369e-40,"11","C9ORF3",0.408
"PDE1A",8.79564940739326e-45,0.502393992416952,0.376,0.086,1.33509162354822e-40,"11","PDE1A",0.29
"LGALS3BP1",1.00901231605389e-44,0.608931331840219,0.815,0.349,1.5315797945382e-40,"11","LGALS3BP",0.466
"TGM2",1.05377295498236e-44,0.564744162056606,0.757,0.314,1.59952196836772e-40,"11","TGM2",0.443
"CALU1",2.5074121289683e-44,0.58447258318659,0.89,0.392,3.80600087056097e-40,"11","CALU",0.498
"TMEM176A2",1.54303639878307e-43,0.532652288918245,0.59,0.174,2.34217494971283e-39,"11","TMEM176A",0.416
"TMEM2041",1.64164415999195e-43,0.54650195615984,0.491,0.13,2.49185167045178e-39,"11","TMEM204",0.361
"YBX31",4.53970116576341e-43,0.617741784405744,0.85,0.407,6.89081239951228e-39,"11","YBX3",0.443
"TPM11",4.61792230711824e-43,0.630990596232936,0.85,0.485,7.00954426997478e-39,"11","TPM1",0.365
"RNF152",1.11324617823153e-42,0.535147875733698,0.595,0.219,1.68979637393764e-38,"11","RNF152",0.376
"CD92",1.51691631212843e-42,0.559975252106317,0.792,0.292,2.30252727017974e-38,"11","CD9",0.5
"PTP4A31",2.16220848642355e-42,0.578397044864051,0.532,0.154,3.28201626154231e-38,"11","PTP4A3",0.378
"PHLDA21",6.51230320031954e-42,0.53916594735609,0.538,0.147,9.88502502776503e-38,"11","PHLDA2",0.391
"LIMA11",1.15691603678539e-41,0.537563988364405,0.734,0.294,1.75608285223655e-37,"11","LIMA1",0.44
"FKBP7",5.60761201703687e-41,0.532207853312488,0.428,0.114,8.51179428066026e-37,"11","FKBP7",0.314
